"Col_Cancer","Lung_Cancer","Suicide","CHD","Brst_Cancer","Obesity","Smoker","Poverty","Few_Fruit_Veg","CHSI_State_Name.x"
21.8,63.3,11,215.1,27.3,25.2,31.1,8.7,79.4,"Michigan"
25.3,63,11.9,218.1,22.9,35.9,27.5,11.5,77.8,"Michigan"
20.7,52.2,13.1,157.8,24.3,23.4,25.6,7.3,81.4,"Michigan"
19.8,60.6,10.8,200.4,22,28.6,32.5,11.7,84.6,"Michigan"
28.4,68.3,18,202.2,35.2,NA,NA,11.7,NA,"Michigan"
19.5,52.1,11,187,22.3,25.8,24.2,9.1,83.8,"Michigan"
22.6,53.9,13.6,196.9,22.9,30.5,22.8,9.8,78.5,"Michigan"
20.2,52,12.3,180.7,26.7,23.8,23.3,12.2,79.5,"Michigan"
18.5,46.8,7.7,151.3,25.4,20.3,14.8,9.6,69.7,"Michigan"
21.7,65,10.3,265.8,30.1,29.2,26.3,16.5,78.4,"Michigan"
18.6,47.4,11.9,185.5,19.7,23.1,27,11.3,NA,"Michigan"
19,62.5,11.7,218.2,22.8,27.1,19.9,10.6,80.9,"Michigan"
15.9,55.9,11.6,226.3,23.3,NA,NA,7.8,NA,"Michigan"
17.6,61.4,11.1,165.1,25.1,24.6,24.5,12.3,76.7,"Michigan"
19.1,58.9,8.6,219,20.2,28.4,30.8,11.2,82.5,"Michigan"
20.2,57.4,11.9,204.4,29.8,27.8,30.6,11.6,76.7,"Michigan"
22,59.9,14.5,195.9,28.9,23.7,28,10.8,85.1,"Michigan"
16.4,56.2,12.1,188.2,18.3,25.2,23.2,8.7,NA,"Michigan"
14.8,57.5,14.1,229.3,17.8,NA,NA,10.1,NA,"Michigan"
16.3,61.7,11.7,228.5,27.7,24,NA,11.5,87.7,"Michigan"
22.6,55.4,13.5,189.7,16.2,22.3,26.7,13,NA,"Michigan"
18.1,87.2,19.1,222.9,25.2,NA,29.3,14.6,NA,"Michigan"
26,42.5,10,148.6,21.8,25.8,19.2,5.6,78.5,"Michigan"
23.2,68.5,20,209.5,28.8,NA,NA,12.5,NA,"Michigan"
16.9,58.4,13.4,184.6,31.5,30.3,23.3,10.4,NA,"Michigan"
19.2,46.9,13.6,171.5,19.3,20.7,22,9.2,NA,"Michigan"
17.7,40.1,9.6,156.9,24.7,25.3,26.4,7.8,77.6,"Michigan"
15.1,58.3,6.8,165.8,22.8,NA,NA,8,78.1,"Michigan"
21.3,65.1,11.3,220.8,26.2,26.6,26.1,13.3,78.8,"Michigan"
19.1,55.7,10.8,172.3,15.8,22.5,27.7,8.4,82.5,"Michigan"
17.3,70.6,12.5,252.6,30.3,29.6,NA,12.3,NA,"Michigan"
18.3,57.6,15.9,216.1,28.2,NA,NA,13.3,NA,"Michigan"
16.3,47.3,9.3,140.8,20.1,21.7,27.5,7.8,79.5,"Michigan"
19.9,45.1,7.6,236.4,12.9,28.8,29.8,11.3,81.5,"Michigan"
23.2,61,11.1,195.3,27.5,33.1,27.7,10,81.5,"Michigan"
19.9,53.8,11.2,221.4,23.1,24.1,12.2,13.5,NA,"Michigan"
23.4,46.6,14.3,202.9,27.5,26.6,24.9,10.8,NA,"Michigan"
14.9,47.1,9.2,145.7,23.9,23.7,23.2,12.7,77,"Michigan"
20.9,63.4,14,167.2,26.5,23.8,28.2,9.4,82,"Michigan"
18.9,61.1,20,181.6,26.8,30.5,NA,12.7,87.3,"Michigan"
22.2,52.3,17.3,200.7,28.5,31.9,33.1,11.7,78.9,"Michigan"
16.7,65.3,17.3,246.9,30,NA,NA,11.6,NA,"Michigan"
18,61.8,11.6,190.2,22,21.5,27.4,13.2,NA,"Michigan"
18.6,62.7,11.8,178.7,25.2,26.5,24.1,10.9,76.7,"Michigan"
16.5,58.5,10.1,143.5,24.5,20.8,17.9,12,74.3,"Michigan"
27.3,63.3,12.5,213.3,18.8,13.9,NA,11.2,NA,"Michigan"
17.4,47.3,8.5,162.5,25.1,21.5,21.8,10,78.6,"Michigan"
NA,51.9,NA,215.5,NA,NA,NA,9.4,NA,"Michigan"
33.4,65.9,19.3,284.1,35.4,NA,NA,16.9,NA,"Michigan"
21.2,51.2,10.9,221.4,26.5,24.6,28.8,7.4,77.7,"Michigan"
14.1,42.1,6,133.5,25.8,18.1,13.3,6.7,NA,"Michigan"
18.8,59,7.6,216,34.3,19.9,22.7,9.1,78.3,"Michigan"
20.8,50.6,11,190.1,22.4,26.1,20.8,8,78.8,"Michigan"
17.9,54.9,10.1,177.1,19.7,21.3,20.5,4.4,77.8,"Michigan"
24.4,62.4,NA,198.2,NA,NA,NA,14.4,NA,"Michigan"
20.4,68,10.6,248,42.7,NA,NA,9.8,NA,"Michigan"
19.5,56.3,10.1,215.2,28.2,23.3,24.7,7.4,79.9,"Michigan"
17.2,58.1,12.5,172.5,21.9,NA,19.6,10.8,NA,"Minnesota"
15.9,37.8,NA,169.1,29.5,NA,NA,7.5,NA,"Minnesota"
25,45.7,7.6,81.4,31,23.5,15.7,7.5,72.2,"Minnesota"
20.1,31.7,7.9,144.9,24.8,NA,15.4,9.7,NA,"Minnesota"
25.3,46.4,NA,144,27.5,NA,NA,9.8,NA,"Minnesota"
19.5,43.7,8,109.3,22.2,21.9,14.6,6.8,70,"Minnesota"
35.7,47.8,NA,223.9,28.4,NA,NA,10.1,NA,"Minnesota"
22.2,40.3,14.6,129.5,20.4,23.5,19.8,9.6,85.9,"Minnesota"
17.2,38,12,145.1,23.2,NA,20.3,9.5,NA,"Minnesota"
20.5,59.4,12.4,155,20.7,25.6,25.8,10.7,NA,"Minnesota"
18,37.2,NA,112.1,30.1,NA,NA,8.8,NA,"Minnesota"
22.4,48.9,13.6,146.3,26.1,33.2,26,10.7,NA,"Minnesota"
17.3,47.4,7.1,180.6,15.2,NA,12.7,8.3,NA,"Minnesota"
15.7,54.8,9.1,92,22.2,21.3,20.6,10.7,73.6,"Minnesota"
23.8,42.7,NA,173.8,NA,NA,NA,9,NA,"Minnesota"
26.5,44.4,13.2,159.2,24.6,13.2,NA,8.4,NA,"Minnesota"
21.4,36.6,7.4,151.6,17.6,NA,21.4,9,81.4,"Minnesota"
16.8,35.9,8.6,127,27.6,23.2,21.2,10.3,78.5,"Minnesota"
23.7,45.4,9.9,118.1,20,24.6,23.9,7.2,75.7,"Minnesota"
14.2,41.8,11.9,158.2,36.5,NA,NA,7.6,NA,"Minnesota"
21.1,37,13.3,195.2,35.2,NA,NA,6.4,NA,"Minnesota"
19.5,53.1,13.4,127.5,29,18.5,21.5,10.5,76.4,"Minnesota"
16.3,50.3,9.6,123.5,22.9,21,16.1,3.8,77.5,"Minnesota"
21.1,50.5,13.7,130.3,27.5,24.1,17.3,4.6,76,"Minnesota"
25.5,30.8,6.5,149.8,40.3,NA,NA,8,NA,"Minnesota"
17.3,39,8.7,95.7,19,18.9,18.5,8,77.1,"Minnesota"
16.7,45.5,7.3,129.9,24,16.3,17.2,6.8,74.4,"Minnesota"
24.5,40.9,NA,110.5,19.2,NA,NA,8.6,NA,"Minnesota"
20.4,28.4,NA,123.6,16,26,27.8,7.1,80.3,"Minnesota"
22.2,47,10.5,167.2,27.8,NA,NA,9.2,NA,"Minnesota"
17.5,44.4,10,104.9,23.4,29.7,23.8,11.3,84.2,"Minnesota"
25.7,35,NA,223.5,45.2,NA,NA,10.4,NA,"Minnesota"
22.7,51.1,6.7,143.2,21.2,NA,16.9,6.3,NA,"Minnesota"
21.9,42.1,13.2,213.8,29.4,NA,NA,11.9,NA,"Minnesota"
13.9,42,NA,158,28.8,15,NA,8,NA,"Minnesota"
17.6,50.6,8.3,97.8,21.2,20.2,20.2,4.7,73.9,"Minnesota"
23.6,44.9,NA,194.1,20.5,NA,NA,8.8,NA,"Minnesota"
23.9,52.2,17,198,23.5,NA,NA,8.2,NA,"Minnesota"
19.1,52,8.4,150.9,30.1,21.5,17.4,9.7,72.8,"Minnesota"
11.3,47.1,16,130.1,27.6,19.9,27.9,8.1,75,"Minnesota"
18.4,48.6,7.6,108.2,25.8,24.5,24.8,4.9,79.9,"Minnesota"
26,42.4,10.1,169.9,30.3,NA,NA,8.5,NA,"Minnesota"
19.8,29.5,6.4,93.9,20.1,22,14.9,4,77.7,"Minnesota"
22.5,48.5,15.8,143.8,16.6,26.8,22.2,11.7,75.2,"Minnesota"
21.3,40.4,8.1,125.8,21.2,NA,NA,8.5,NA,"Minnesota"
21.3,50.5,12.6,119.7,26.6,24.6,26.3,5.5,85.3,"Minnesota"
17.6,43.2,12.4,134.8,19.5,22.5,20.6,9.9,81.6,"Minnesota"
18.2,61.4,22.6,187.6,32.5,NA,NA,12.9,NA,"Minnesota"
20.4,59.6,8.9,102.4,28,24.6,23.9,5.3,79.5,"Minnesota"
NA,38.1,NA,110.3,NA,NA,NA,7.1,NA,"Minnesota"
23,36.3,NA,162.5,30.1,NA,NA,9.5,NA,"Minnesota"
15.4,45.4,12.8,124.7,24.1,23.4,21.6,9.1,79.8,"Minnesota"
17.9,46.4,8.7,98.5,25.6,21,17.9,4.9,77.1,"Minnesota"
13.2,35.9,11.4,141.3,25.8,NA,15.1,5.6,NA,"Minnesota"
18,41.4,8.4,135.8,24.8,20.9,18.3,7.7,76.8,"Minnesota"
21.7,35.5,11.3,158.1,24.7,23.4,19.3,8.9,NA,"Minnesota"
17.4,39,9.9,147.9,24.9,9.2,17.4,8.5,NA,"Minnesota"
20.7,36.9,11.3,138.8,25.6,24.1,25.7,8.7,81.7,"Minnesota"
18.3,37.3,12.2,118.7,24.4,20.6,26.3,6.1,73.4,"Minnesota"
20.3,47,12.3,160.5,12.6,29.8,23.3,11.1,76.2,"Minnesota"
28.3,31,NA,151.6,28.3,NA,NA,8.5,NA,"Minnesota"
17.4,47.6,8.5,81.5,24,18.2,19.2,9.1,73.4,"Minnesota"
19.9,38.8,7.8,105.6,23.1,18,23.6,7,NA,"Minnesota"
20.6,48.4,12.9,163.1,23.8,29.2,23.2,10.4,77.6,"Minnesota"
20.5,42.6,13.9,114.6,19.9,23.4,26.6,6.1,83.2,"Minnesota"
20.5,58.9,14.5,130.8,27,21.4,25,9.9,76.6,"Minnesota"
17.8,31,12.6,122.5,27.1,NA,NA,8,NA,"Minnesota"
25.3,49.3,10,114,26.6,NA,NA,9,NA,"Minnesota"
17.7,43,8.1,111.8,35,25.2,23.3,9.5,80.3,"Minnesota"
17.3,53,NA,174.8,32.6,NA,NA,8.5,NA,"Minnesota"
17.4,55.1,14.1,128.9,16.7,23.1,35.5,15.2,78.8,"Minnesota"
16.2,57.5,9.9,167.4,28.2,20.7,21.1,10.5,82.9,"Minnesota"
21.7,36.9,NA,159.3,19.6,NA,NA,8,NA,"Minnesota"
20.5,59.8,NA,146.9,22.4,20.7,15.7,7.7,NA,"Minnesota"
NA,58.1,NA,122.8,NA,NA,NA,8.3,NA,"Minnesota"
21.2,44.3,13.5,143.8,27.5,23.3,21,6.5,NA,"Minnesota"
25.8,50.3,NA,151.4,37.5,NA,NA,8.4,NA,"Minnesota"
16.8,46.5,10.2,164.6,24.5,28,12.3,8.7,NA,"Minnesota"
20.2,27.7,6.2,112.5,18.4,25.4,18.2,6.1,77.3,"Minnesota"
20,41.4,NA,154.6,55,NA,NA,15.1,NA,"Minnesota"
19.8,33.7,NA,153.9,24.3,NA,NA,8.5,NA,"Minnesota"
15.8,45.7,8.4,185.1,29.6,30.3,15.9,7.3,86.8,"Minnesota"
22.3,41.5,5.2,168.7,33.6,24.5,22,9.8,NA,"Minnesota"
19.9,37.5,11.5,152.3,29.4,25.5,21.9,7.7,84,"Minnesota"
24,51.2,8,140.8,27.5,19.8,26.9,8.7,86.4,"Minnesota"
23,46.4,15.3,129.5,9.5,24.2,23.8,9.4,72,"Minnesota"
17.3,56.5,12,106.7,26.2,25.8,18.7,9.2,72.7,"Minnesota"
27.6,65.3,12.2,207.1,30.5,28.2,25.3,22.3,80.5,"Mississippi"
22,72.8,15,212,27.1,28.3,20.3,16.9,82.3,"Mississippi"
17.7,53.2,NA,259.9,31.4,30.3,13.3,26.8,NA,"Mississippi"
13.6,56.9,7.7,116.1,22,21.9,20,21.4,82,"Mississippi"
26.5,67.2,10.8,205.2,36.8,26.8,25.7,20.9,79.2,"Mississippi"
21.3,74.3,9.7,201.2,26.1,28.1,31,18.1,83.2,"Mississippi"
37.4,77.6,7.4,269.5,36.2,34,21.9,27.3,82.8,"Mississippi"
22.3,62,NA,249.4,33.8,NA,NA,18.3,90.1,"Mississippi"
21.7,56.2,12.2,291.1,34.9,33.5,29.1,22.8,84.3,"Mississippi"
16.2,71.4,12.9,191.5,27.2,29.4,24.6,13.2,82.7,"Mississippi"
13.5,65.5,14.8,168.9,21.7,25.1,34.2,15.2,81,"Mississippi"
23.5,92.8,NA,247.3,41.8,NA,NA,27.3,NA,"Mississippi"
16.1,48.4,11.9,257.3,27.9,26.9,24.2,10.4,82.9,"Mississippi"
9.2,65.6,10.7,279.9,26.5,31.6,26.2,16,NA,"Mississippi"
43.1,62.3,NA,224.2,62.3,NA,8.2,29.4,NA,"Mississippi"
13.4,74.4,18.6,231.1,21.4,27.6,24.7,19.7,84.4,"Mississippi"
15.5,72.6,11.3,249,17.6,20.6,28.4,16.4,NA,"Mississippi"
19.1,59.4,11,232.7,27.7,29.7,28.3,16.9,86.4,"Mississippi"
25.5,74.3,16.2,341.8,34.9,29,30.9,17.3,91.4,"Mississippi"
34.3,75.2,10,224.8,14.8,36.3,25.2,30.3,84.8,"Mississippi"
24.4,52.9,13.7,144.1,20.2,NA,21.7,25.6,93.8,"Mississippi"
24.3,66.3,11.4,237.2,33.2,27.6,37.1,15,89.5,"Mississippi"
24.9,61.4,8.6,332.5,25.3,32.7,23.1,15.7,84.1,"Mississippi"
16.9,78,18,280.9,32.8,25.1,33.3,13.9,76.5,"Mississippi"
39.7,82.4,17.6,368.1,27.9,NA,NA,22.4,NA,"Mississippi"
17.2,58.9,11.2,185.6,19.6,24.9,30.8,12.8,90,"Mississippi"
22.8,58.7,18.5,232.2,31.6,32,23.1,22.3,92,"Mississippi"
23.1,66.9,15.2,248.1,35.7,33.5,24.3,17.6,80.4,"Mississippi"
21.1,57.5,10.1,184.3,28,28.9,NA,16.1,86.9,"Mississippi"
26.5,75.6,7.3,295.5,35.1,35.7,24.6,28.4,83,"Mississippi"
20,59.9,6,210.8,31.7,22.9,23.2,20.6,86.5,"Mississippi"
20.4,69.1,13.8,253.2,23.5,NA,23.2,18.4,NA,"Mississippi"
28.9,62.2,NA,257.2,21.1,NA,18,27.9,NA,"Mississippi"
19.4,64.8,14,146.7,30.2,38.9,20.3,20,NA,"Mississippi"
24.2,76.8,14,209.3,27.6,24.5,25.5,19,82.6,"Mississippi"
15.2,71,12.7,213.7,39.1,33.6,21.7,27,90.5,"Mississippi"
18.6,69.2,8.3,268.3,28.9,30,26.4,17.6,85.1,"Mississippi"
22.6,40.8,10.4,193.2,39.3,21.6,22.2,21.7,NA,"Mississippi"
12.4,45.2,NA,309.4,25.5,NA,12.4,25.5,NA,"Mississippi"
9.5,43.3,10.6,241.9,18.9,29.8,17.3,18.9,NA,"Mississippi"
21,47.6,9.3,304.4,21,32.7,21.1,20.6,NA,"Mississippi"
29.9,69.6,12,220.4,43.4,27,26.9,28.3,83.8,"Mississippi"
23.7,51.4,NA,261.1,25.9,35.7,27.1,21.2,78.4,"Mississippi"
18.6,75.4,10.4,198.5,22.1,24.1,25.9,16.2,74.4,"Mississippi"
18.7,68.2,10.9,283.6,24.9,24.6,28.9,19.3,85.7,"Mississippi"
22.5,75.6,13.4,216.3,28.8,24.6,26.2,8.6,85.4,"Mississippi"
22.8,74.8,9.2,224.4,28.1,28.1,22.2,20.4,82.1,"Mississippi"
22.2,51.4,19.9,167.1,NA,NA,NA,19.5,NA,"Mississippi"
26,82.1,13.7,256.5,27.8,31.1,26.2,16.1,85.6,"Mississippi"
16.5,73.6,7.6,265.8,20.5,NA,NA,19.8,NA,"Mississippi"
21.8,63.5,11.5,172.1,27.6,27,32.1,18.5,89.6,"Mississippi"
19.8,70.1,20.3,209.6,23.8,25.1,30.3,15.7,81.1,"Mississippi"
21.3,79.6,18.1,304.9,22.9,26.8,28.5,16.5,80.7,"Mississippi"
20.1,52.1,9.7,194.3,24.2,26.1,21.6,20.5,81.5,"Mississippi"
21.3,64.9,11.4,198.3,25.8,34.5,25.3,18.5,81.8,"Mississippi"
22.4,67.3,7.9,182,31.8,28.9,27.7,32.2,86,"Mississippi"
35.4,75.6,NA,325.9,38.5,NA,NA,30.2,NA,"Mississippi"
NA,58.4,NA,131.4,NA,NA,NA,29,NA,"Mississippi"
16.2,72,13.3,274.7,30.1,28.4,23.2,13.7,86.6,"Mississippi"
19.7,68,16.8,187.8,24.9,26.1,28.2,15,75.9,"Mississippi"
17,67.5,13.4,244,38.8,28.6,20.9,20.8,88,"Mississippi"
35.8,73.1,11.3,203.8,35.1,NA,NA,27.9,NA,"Mississippi"
20.3,72.5,13.7,249.9,22,27.5,21.8,22.9,NA,"Mississippi"
15.5,69.6,7.7,203.8,20.4,29.9,23,18.7,84.4,"Mississippi"
18.3,53.8,14.4,217.8,22.1,NA,NA,19.9,NA,"Mississippi"
23.9,53,12.7,215.7,23.5,28.4,18.5,20,87.3,"Mississippi"
14.9,63,9.7,176.6,16.7,22.3,21.9,15.8,82.3,"Mississippi"
14.3,78.1,11.5,208.1,30.3,29.2,27.1,13.9,79.7,"Mississippi"
25.4,81.2,10.3,240.3,33.3,26.5,24.5,18.8,78.6,"Mississippi"
17.7,69.9,7.7,256.2,20.8,35.5,30.8,17.5,84.1,"Mississippi"
22,57.5,11.4,206.2,28.8,29,20.1,19.9,84.6,"Mississippi"
19.7,69.5,12.2,135.8,26.3,25.5,19.7,14.1,77.5,"Mississippi"
32.8,66.2,10.5,326.7,24.5,30.7,25.5,29.4,86.3,"Mississippi"
29.4,76.7,12,210.8,40.7,27.1,27.8,17.7,88,"Mississippi"
25.8,59.9,11.8,93.8,15.5,24.3,23,19.2,80.6,"Mississippi"
45.7,116.5,8.6,188.3,53,25.8,16.8,13.2,80.8,"Mississippi"
18.6,79.8,NA,210.3,NA,NA,NA,20,NA,"Mississippi"
19.8,85.3,9.1,170.7,17.7,31,34.9,21.7,80.6,"Mississippi"
32.5,70,7,228.6,25.6,38.6,31.2,19.1,80.6,"Mississippi"
18.7,64.7,8.5,123,33.9,28.5,25.4,16.3,83.2,"Mississippi"
17.4,61,17.4,218.8,20.8,31.3,25.3,20.8,83.2,"Mississippi"
17.1,53.6,NA,216.8,30.3,26.8,26.2,18.6,81.9,"Mississippi"
25,57.3,11.8,137.6,23,20.5,18.2,15.9,80.6,"Missouri"
17.7,49.8,10.3,229.6,23.1,23.8,24.5,11.5,82.6,"Missouri"
25.2,66.7,NA,175.3,40.7,NA,14.2,14.5,NA,"Missouri"
18.3,65.3,10.6,244.3,37.9,25.8,33.7,14.3,84.4,"Missouri"
24.7,63.4,NA,210.4,30.3,29,15.6,10.2,82,"Missouri"
20.4,57.3,15.9,169.3,26,23.5,26,13.7,NA,"Missouri"
21,57.2,14.3,204.7,21.2,NA,NA,12.8,NA,"Missouri"
27.4,62,17.5,186.5,35.1,29.3,27.8,13.3,76.1,"Missouri"
20.8,63.5,11.4,252.9,28.5,NA,NA,9,NA,"Missouri"
29,55.5,11.5,207.9,32.9,24.5,26.6,13.4,81.3,"Missouri"
15.2,56.2,9.8,249,34.8,28.3,26.1,12.6,72.1,"Missouri"
23.5,77.3,16,235.9,23.3,18.4,NA,16.9,NA,"Missouri"
26.2,54.2,12,215.1,28.3,25.8,23.4,12.1,75.6,"Missouri"
25.3,88.3,12.3,269.2,28.6,NA,NA,15,NA,"Missouri"
21.1,59.9,17,156,38.7,NA,NA,12.2,NA,"Missouri"
27.9,64.6,NA,153.9,31,24.9,26.6,12.6,80.1,"Missouri"
22.8,44,29.9,197.5,NA,NA,23.1,12.1,NA,"Missouri"
25,68.3,13.4,195.9,24.2,27.7,30.6,13,87.2,"Missouri"
24.5,63.2,14.1,198.1,19.9,23.9,36.3,13.4,NA,"Missouri"
22.3,78.9,17.1,318.8,36.4,NA,NA,20.5,NA,"Missouri"
18.8,50.9,9.1,191.3,19.7,20.7,NA,10.5,NA,"Missouri"
28.6,63,17.2,158.3,21,27,33.9,10,84.7,"Missouri"
19.8,61.1,22.7,194.8,19.1,NA,NA,11.9,86.7,"Missouri"
21.6,71.7,17.3,204.8,27.6,24.6,29.3,14.8,83.7,"Missouri"
20.3,76.8,16.7,332.3,25.9,23,29.5,18.7,NA,"Missouri"
21.4,62.4,9.4,209.2,31.4,26.5,24.2,12.2,81.4,"Missouri"
16.6,52.6,13,190.8,25.6,25.9,18,11.5,83,"Missouri"
19.7,61.5,20.2,198.8,32.5,NA,NA,18.5,NA,"Missouri"
30.6,92.4,17.1,194.4,33.3,24.6,19.4,14.6,NA,"Missouri"
22.9,37,13.9,201,18.7,16.7,NA,8.4,NA,"Missouri"
30.4,76.1,NA,216.5,28.2,NA,NA,18.1,NA,"Missouri"
22.6,86.7,14,409.8,22.5,30.1,28.8,23.1,NA,"Missouri"
31.5,48.8,12.2,236.8,17.8,25.3,26.9,9.6,NA,"Missouri"
21,76.8,16.1,162.7,23.3,20.3,28.4,12.8,85.3,"Missouri"
16.4,64.2,11.8,208.5,22.9,22,26.9,14.1,74.6,"Missouri"
26.5,53.9,15.5,174.4,29.1,24.2,22.4,14.3,76.7,"Missouri"
18.6,56.7,11.1,161.6,24.2,24.5,20.6,5.5,78.9,"Missouri"
22,60.8,13.2,149.3,24,17.2,23.9,15,87.5,"Missouri"
21.4,79.1,NA,237.8,32.6,24.5,32.9,12.3,80.5,"Missouri"
24.2,69.6,12.5,228.2,24.7,NA,NA,13.3,NA,"Missouri"
30,53.5,NA,218.9,NA,NA,NA,13.8,NA,"Missouri"
22.6,65.6,14.6,118.9,32.5,24.7,30,9,NA,"Missouri"
20,51,15.1,178.9,26,34.3,24,13.5,86.1,"Missouri"
22.1,70.9,14.6,216,27.1,31.9,36.3,8.4,NA,"Missouri"
19.3,66.3,13.8,224.4,NA,NA,NA,18.1,NA,"Missouri"
23.8,69.4,16.2,256.7,20.9,NA,NA,19.1,NA,"Missouri"
19.8,60.6,9.5,169.5,26.8,20.9,21,4.9,75.7,"Missouri"
19.6,75.4,15.3,214.2,21.6,NA,NA,16.7,NA,"Missouri"
14.7,44.7,17.6,187.7,29.8,NA,NA,8.8,NA,"Missouri"
27.2,80.5,14.4,260.8,27.4,30.9,30.5,14.3,80.8,"Missouri"
21.3,55,10.5,216,28.2,20.6,19.6,8.6,79.2,"Missouri"
15.3,51.8,12.3,139.2,34.9,19.8,25.4,11.7,78.1,"Missouri"
24.6,52.4,11.5,260.5,28.8,26.3,33.2,13.3,83.1,"Missouri"
32.4,51.2,NA,149.5,NA,15.3,NA,13.6,NA,"Missouri"
28.3,57.1,19,186.6,NA,NA,18,13,NA,"Missouri"
23.2,80,9.6,199.9,32.7,27.8,29.6,14.6,83.8,"Missouri"
18.9,81.9,NA,230.4,30.6,NA,NA,21.1,NA,"Missouri"
25.8,48.9,NA,215.6,23.8,23.3,NA,13.5,NA,"Missouri"
27.2,68.7,13.4,194.9,24.1,29.4,30,14.9,83.2,"Missouri"
21.3,62.2,10.6,168.3,23.7,21.8,19.2,12.7,NA,"Missouri"
18.9,70.9,13.3,192.2,25.3,25.2,31.7,12.3,79.9,"Missouri"
16.6,57.1,NA,164.4,NA,NA,22,14.7,NA,"Missouri"
17,67.4,10,212.5,25.3,21.7,23.7,13.2,80.1,"Missouri"
20.4,59.2,13.5,242.1,25.2,21.2,29.3,18.4,79.1,"Missouri"
21.9,59.3,15.1,244.3,18.5,21.6,NA,15,86,"Missouri"
21.3,60.8,19.3,223.8,30.9,NA,13.8,9.1,NA,"Missouri"
24.6,83.2,12.1,385.3,17.6,29.3,34.3,18.3,89.4,"Missouri"
22.3,83.3,15.4,199.7,21.6,20.3,NA,19.9,NA,"Missouri"
21.2,57.9,12.8,244.5,20.2,24,32.2,13.9,81.7,"Missouri"
28.9,47.3,NA,188.1,NA,NA,15.6,13.2,NA,"Missouri"
21.2,71.3,12.1,254.2,19.4,25.7,24.7,18.7,91.2,"Missouri"
19.6,87,14.6,203.5,24.1,36.5,35.6,17,78.1,"Missouri"
29.9,46.4,11.8,178.7,19.1,25.3,33.5,11.9,89.7,"Missouri"
21.5,67.3,15.6,171.7,23.8,26.8,30.7,9.8,82,"Missouri"
21.9,54.9,9.7,187,15.9,24.4,27.1,11.7,75.3,"Missouri"
19.6,54.2,13.1,168.2,24.3,26,19.3,8.3,80.5,"Missouri"
24.8,50,8,235.2,23.2,24.5,20.1,11.2,80.9,"Missouri"
20.4,50.1,20.3,136.1,27,28.5,23.3,12.8,76.9,"Missouri"
20.4,72.1,17.8,355.4,28.5,NA,NA,19.4,NA,"Missouri"
17.7,64.4,11,171.8,25,28.9,25.7,7.4,80.9,"Missouri"
16.8,62,14.1,173.3,32.5,NA,NA,15.8,NA,"Missouri"
29.4,43.5,NA,188.9,29.7,32,20.5,10.9,75.4,"Missouri"
20.9,50,16,156.8,29.1,21,23.9,9.3,76.3,"Missouri"
21,56.8,19.9,165.3,30.5,NA,NA,12.5,83.8,"Missouri"
17.6,58.6,12.9,146.5,26.8,24.2,25.1,6.6,78.9,"Missouri"
19.6,70.7,14.6,172.1,36.7,22.7,20.9,8.6,NA,"Missouri"
25.7,53,NA,230.3,29.7,30.1,22.9,11,89.2,"Missouri"
22,53,11.1,161.1,39,20.9,22.5,9,80.2,"Missouri"
24.8,71.9,13.1,264.9,28.2,29.7,27,21.3,78.8,"Missouri"
22.1,48.4,14,179.5,22.3,25.8,24.5,11.2,NA,"Missouri"
23.8,66.8,14.9,259.9,24.5,25.3,NA,14.5,87.8,"Missouri"
21.5,52.9,15.4,177.9,27.7,NA,NA,13,NA,"Missouri"
14.1,67,14.4,184.1,29.3,NA,NA,15.3,NA,"Missouri"
27.6,59.8,23.7,249.1,19.6,23.1,35.4,14.2,86.6,"Missouri"
22.8,65.7,10,198.5,34.5,31.5,23.5,13.5,NA,"Missouri"
29.5,64.3,17.7,235,26.5,29,NA,16,NA,"Missouri"
27.5,57.8,23.3,154.8,27.1,NA,NA,17,NA,"Missouri"
22,68.9,13.6,261.5,37.8,25.8,45.4,20.5,76.5,"Missouri"
21.2,64.6,16.9,175.3,19.3,25.2,22,13.6,82.6,"Missouri"
21.7,64.6,16.5,235,27.8,25.6,29.9,8.4,72.7,"Missouri"
17.8,56.9,10.7,237.4,31,23.3,NA,9.7,NA,"Missouri"
27,41,NA,181.6,19.8,26,21.7,11.3,83.5,"Missouri"
18.5,64.6,14.1,156,28,22.3,26.2,12.5,80.2,"Missouri"
20.1,65.8,12.3,252.1,22.1,22.2,34,14.2,69.5,"Missouri"
22.9,57.1,15,266.9,22.8,30.9,24.2,13.3,72.6,"Missouri"
25.8,66.8,12.7,252.5,31.5,NA,23.3,13.3,80,"Missouri"
23,81.8,13.5,169.1,28.2,16.7,NA,16.2,NA,"Missouri"
17,41.2,NA,170.9,NA,22.3,20.1,11.8,NA,"Missouri"
26.7,56.7,14.9,160.6,28.1,NA,NA,11.8,NA,"Missouri"
18.2,67.1,15.9,252.4,20.3,26.8,21.7,14.9,80.7,"Missouri"
20.1,63.7,14.8,235.3,23.9,21.2,22.5,17.1,82.5,"Missouri"
29.5,85.8,14.1,288.8,18.4,NA,NA,17.6,NA,"Missouri"
17.7,60.3,13.3,168.1,27.8,24.6,25.8,12.3,78.9,"Missouri"
20.6,66.3,14.6,258,26.5,25.2,27.1,14.9,85,"Missouri"
21.7,76.8,13.1,239.4,29.6,19.9,31.1,8,78.7,"Missouri"
14,59.6,29.6,105.6,25.8,20.5,10.7,15.7,75.7,"Montana"
